006,2015,02,11,01,bf
006,2015,02,11,02,bf
006,2015,02,19,01,bf
006,2015,02,19,02,bf
006,2015,02,19,03,bf
006,2015,03,02,01,bf
006,2015,03,02,02,bf
006,2015,03,02,03,bf
021,2014,12,23,01,bf
021,2014,12,23,02,bf
021,2015,01,14,01,bf
0,0,0,0,0,0
021,2015,01,14,02,bf
0,0,0,0,0,0
021,2015,01,14,03,bf
021,2015,02,09,01,bf
021,2015,02,09,02,bf
021,2015,02,09,03,bf
0,0,0,0,0,0
021,2015,02,17,02,bf
021,2015,02,17,03,bf
021,2015,02,17,04,bf
021,2015,02,26,01,bf
021,2015,02,26,02,bf
021,2015,02,26,03,bf
023,2015,02,13,01,bf
023,2015,02,13,02,bf
023,2015,02,13,03,bf
023,2015,02,13,04,bf
023,2015,02,23,01,bf
023,2015,02,23,02,bf
023,2015,02,23,03,bf
023,2015,03,05,01,bf
023,2015,03,05,02,bf
023,2015,03,05,03,bf
023,2015,03,31,01,bf
023,2015,03,31,02,bf
023,2015,03,31,03,bf