841,2006,01,24,06,5,bf
841,2006,02,02,03,4,bf
0,0,0,0,0,0,0
0,0,0,0,0,0,0
841,2006,03,15,04,7,bf
841,2006,03,31,04,4,bf
841,2006,04,06,01,4,bf
841,2006,04,06,02,4,bf
841,2006,04,06,03,1,bf
841,2006,04,06,04,1,bf
841,2006,05,09,01,4,bf
0,0,0,0,0,0,0
842,2005,09,29,01,9,bf
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
842,2005,10,19,06,6,bf
842,2005,11,02,02,4,bf
0,0,0,0,0,0,0
0,0,0,0,0,0,0
847,2005,10,04,01,7,bf
847,2005,10,04,02,14,bf
847,2005,10,04,03,21,bf
847,2006,05,23,03,4,bf
847,2006,05,23,05,3,bf
847,2006,05,23,06,4,bf
847,2006,06,01,02,1,bf
847,2006,06,01,07,2,bf
847,2006,06,01,09,1,bf
858,2005,09,21,04,12,bf
858,2005,10,13,01,2,bf
858,2005,10,13,04,6,bf
858,2005,10,13,05,5,bf
858,2005,10,13,06,4,bf
0,0,0,0,0,0,0
0,0,0,0,0,0,0
858,2005,11,09,03,4,bf
858,2005,11,09,04,4,bf
858,2005,12,08,01,6,bf
858,2005,12,08,02,8,bf
858,2005,12,08,06,6,bf
858,2005,12,08,07,6,bf
858,2005,12,15,01,4,bf
858,2005,12,15,03,5,bf
858,2005,12,15,04,5,bf
858,2005,12,15,05,4,bf
0,0,0,0,0,0,0
858,2006,01,06,02,4,bf
858,2006,01,06,04,4,bf
858,2006,01,19,03,4,bf
0,0,0,0,0,0,0
858,2006,01,27,04,4,bf
0,0,0,0,0,0,0
858,2006,02,03,03,2,bf
0,0,0,0,0,0,0
858,2006,03,22,05,4,bf
858,2006,03,22,06,1,bf
858,2006,03,30,01,5,bf
858,2006,03,30,05,4,bf
858,2006,04,07,02,3,bf
858,2006,04,07,04,1,bf
0,0,0,0,0,0,0
858,2006,04,07,05,5,bf
858,2006,04,07,06,3,bf
858,2006,04,07,07,5,bf
858,2006,04,07,10,4,bf
858,2006,04,14,08,2,bf
858,2006,04,14,09,2,bf
858,2006,04,14,10,4,bf
858,2006,04,21,01,2,bf
858,2006,04,21,03,4,bf
858,2006,05,02,01,3,bf
858,2006,05,02,02,3,bf
858,2006,05,02,05,1,bf
0,0,0,0,0,0,0
858,2006,05,31,01,3,bf